split,sequence,lidar_frame,cam_frame,dt_seconds,frame_valid,n_in_image,n_occluded,n_road_in_image,n_road_occluded,n_marking_in_image,n_marking_occluded,n_other_in_image,n_other_occluded,n_raw8_in_image,n_raw8_occluded,n_raw9_in_image,n_raw9_occluded,n_raw10_in_image,n_raw10_occluded
train,024,56,56,-0.04983019828796387,1,49362,59,29345,3,894,0,19104,55,855,0,9,0,30,0
train,024,57,57,-0.049829959869384766,1,48021,34,29101,1,861,0,18024,33,810,0,8,0,43,0
train,024,58,58,-0.04984092712402344,1,47548,53,28960,7,774,0,17779,46,734,0,15,0,25,0
train,024,59,59,-0.04983806610107422,1,46841,37,28777,4,797,0,17196,33,760,0,0,0,37,0
train,024,60,60,-0.049835920333862305,1,46982,32,29006,4,802,0,17051,28,762,0,1,0,39,0
train,024,61,61,-0.04983997344970703,1,46018,14,29228,2,839,0,15827,11,780,0,1,0,58,0
train,024,62,62,-0.04984116554260254,1,48713,26,31136,9,787,0,16770,17,732,0,0,0,55,0
train,024,63,63,-0.049835920333862305,1,49053,30,31329,5,790,0,16912,25,743,0,0,0,47,0
train,024,64,64,-0.049839019775390625,1,47884,44,31103,7,835,0,15935,37,780,0,1,0,54,0
train,024,65,65,-0.04984402656555176,1,47812,21,30871,5,841,0,16087,16,775,0,17,0,49,0
train,024,66,66,-0.04984092712402344,1,47615,25,30551,6,976,0,16072,19,876,0,42,0,58,0
train,024,67,67,-0.049844980239868164,1,47898,20,30708,4,938,0,16233,16,852,0,36,0,50,0
train,024,68,68,-0.0498499870300293,1,47649,34,31283,1,901,2,15454,31,823,2,0,0,78,0
train,024,69,69,-0.049844980239868164,1,48457,19,32170,1,988,1,15290,17,894,1,31,0,63,0
train,024,70,70,-0.04985380172729492,1,48768,15,32729,4,1027,0,14991,11,932,0,14,0,81,0
train,024,71,71,-0.04986286163330078,1,48995,19,32790,7,1143,0,15037,12,985,0,50,0,108,0
train,024,72,72,-0.04984617233276367,1,48087,19,32278,6,1169,0,14630,13,1004,0,49,0,116,0
train,024,73,73,-0.04984688758850098,1,47581,22,32064,4,1155,0,14344,18,929,0,52,0,174,0
train,024,74,74,-0.04985499382019043,1,47252,16,32105,8,1170,0,13954,8,915,0,52,0,203,0
train,024,75,75,-0.04984688758850098,1,47310,22,32311,11,1210,0,13771,11,946,0,54,0,210,0
train,024,76,76,-0.04985213279724121,1,46925,18,32154,8,1274,0,13456,10,1005,0,54,0,215,0
train,024,77,77,-0.04985189437866211,1,46862,12,31782,3,1387,0,13659,9,1084,0,45,0,258,0
train,024,78,78,-0.04985213279724121,1,46914,7,31424,1,1348,0,14120,6,1033,0,52,0,263,0
train,024,79,79,-0.04985809326171875,1,47035,19,31086,5,1298,0,14631,12,1010,0,8,0,280,0
train,027,0,0,-0.04982495307922363,1,60515,106,15907,3,3013,0,41568,101,49,0,9,0,2955,0
train,027,1,1,-0.04981803894042969,1,61955,101,15190,8,3941,0,42789,93,62,0,8,0,3871,0
train,027,2,2,-0.049818992614746094,1,60913,78,15480,5,4602,0,40793,73,78,0,8,0,4516,0
train,027,3,3,-0.04983091354370117,1,60603,62,16258,10,4493,1,39833,51,99,0,9,0,4385,1
train,027,4,4,-0.04983186721801758,1,61598,94,17173,6,4200,1,40201,87,125,0,12,0,4063,1
train,027,5,5,-0.04982399940490723,1,59975,66,18288,5,4062,0,37604,61,170,0,8,0,3884,0
train,027,6,6,-0.049820899963378906,1,60047,64,19892,4,3775,0,36362,60,216,0,9,0,3550,0
train,027,7,7,-0.04982495307922363,1,62209,77,21919,1,3212,0,37057,76,277,0,8,0,2927,0
train,027,8,8,-0.04982495307922363,1,61109,63,23617,0,2470,0,35001,63,319,0,11,0,2140,0
train,027,9,9,-0.049829959869384766,1,61483,85,25517,1,1183,0,34758,84,322,0,8,0,853,0
train,027,10,10,-0.04982709884643555,1,63071,109,26161,6,909,0,35979,103,324,0,9,0,576,0
train,027,11,11,-0.04982495307922363,1,61365,62,26238,7,948,0,34157,55,303,0,14,0,631,0
train,027,12,12,-0.04981708526611328,1,61391,75,26154,9,1038,0,34160,65,306,0,15,0,717,0
train,027,13,13,-0.04982399940490723,1,63003,93,26101,3,1099,0,35776,90,310,0,10,0,779,0
train,027,14,14,-0.04982399940490723,1,61113,76,25907,4,1193,0,33988,72,304,0,13,0,876,0
train,027,15,15,-0.04982399940490723,1,61183,116,25992,7,1202,0,33951,109,297,0,12,0,893,0
train,027,16,16,-0.04983782768249512,1,62515,122,26157,2,926,0,35406,120,294,0,12,0,620,0
train,027,17,17,-0.0498349666595459,1,60663,133,25972,5,733,0,33930,128,292,0,15,0,426,0
train,027,18,18,-0.049822092056274414,1,60645,105,25804,13,521,0,34269,92,283,0,14,0,224,0
train,027,19,19,-0.04982781410217285,1,62083,108,25534,5,370,0,36155,103,273,0,19,0,78,0
train,027,20,20,-0.04983687400817871,1,62731,94,25293,8,388,0,37023,86,291,0,12,0,85,0
train,027,21,21,-0.04985404014587402,1,64015,118,24953,4,374,0,38673,114,280,0,16,0,78,0
train,027,22,22,-0.04986691474914551,1,62060,119,24478,3,384,0,37172,116,269,0,20,0,95,0
train,027,23,23,-0.04987287521362305,1,62142,140,24383,14,358,0,37368,126,260,0,21,0,77,0
train,027,24,24,-0.04986715316772461,1,63852,150,24270,5,357,0,39194,145,255,0,22,0,80,0
train,027,25,25,-0.04986691474914551,1,62368,125,24179,4,331,0,37832,121,242,0,27,0,62,0
train,027,26,26,-0.049883127212524414,1,62291,122,24103,8,282,0,37880,114,226,0,28,0,28,0
train,027,27,27,-0.049880027770996094,1,63733,151,23862,8,250,0,39598,142,218,0,32,0,0,0
train,027,28,28,-0.04987907409667969,1,61979,124,23862,5,241,0,37841,119,209,0,32,0,0,0
train,027,29,29,-0.04988694190979004,1,62137,116,23781,6,230,0,38096,110,190,0,40,0,0,0
train,027,30,30,-0.04988384246826172,1,63509,158,23676,10,209,0,39593,148,167,0,42,0,0,0
train,027,31,31,-0.04989218711853027,1,61541,139,23770,12,185,0,37558,127,141,0,44,0,0,0
train,027,32,32,-0.04989194869995117,1,61587,102,23853,8,148,0,37558,94,116,0,32,0,0,0
train,027,33,33,-0.04987597465515137,1,63047,148,23669,13,118,0,39236,135,84,0,34,0,0,0
train,027,34,34,-0.04986000061035156,1,61569,119,23858,14,76,0,37618,103,49,0,27,0,0,0
train,027,35,35,-0.04984402656555176,1,61583,115,23838,6,24,0,37698,109,7,0,17,0,0,0
train,027,36,36,-0.049829959869384766,1,63050,141,23885,7,0,0,39135,134,0,0,0,0,0,0
train,027,37,37,-0.049818992614746094,1,61320,136,24107,12,0,0,37188,124,0,0,0,0,0,0
train,027,38,38,-0.049816131591796875,1,61362,130,24288,9,0,0,37059,121,0,0,0,0,0,0
train,027,39,39,-0.04982495307922363,1,62812,164,24080,2,0,0,38719,162,0,0,0,0,0,0
train,027,40,40,-0.049833059310913086,1,60965,151,24130,11,0,0,36821,140,0,0,0,0,0,0
train,027,41,41,-0.04982614517211914,1,61001,187,24109,7,0,0,36871,180,0,0,0,0,0,0
train,027,42,42,-0.04982495307922363,1,62425,167,24253,8,0,0,38163,159,0,0,0,0,0,0
train,027,43,43,-0.04982495307922363,1,60719,139,24492,10,0,0,36211,129,0,0,0,0,0,0
train,027,44,44,-0.049832820892333984,1,60874,134,24426,3,0,0,36428,131,0,0,0,0,0,0
train,027,45,45,-0.04982185363769531,1,62533,129,24833,5,0,0,37688,124,0,0,0,0,0,0
train,027,46,46,-0.04982614517211914,1,60768,125,25098,12,0,0,35655,113,0,0,0,0,0,0
train,027,47,47,-0.04982304573059082,1,60844,108,24750,4,0,0,36076,104,0,0,0,0,0,0
train,027,48,48,-0.04983091354370117,1,62202,117,24069,13,0,0,38109,104,0,0,0,0,0,0
train,027,49,49,-0.049820899963378906,1,60016,101,22841,10,0,0,37155,91,0,0,0,0,0,0
train,027,50,50,-0.04981589317321777,1,60056,103,22289,8,0,0,37740,94,0,0,0,0,0,0
train,027,51,51,-0.049818992614746094,1,61625,123,22603,10,0,0,38981,113,0,0,0,0,0,0
train,027,52,52,-0.0498199462890625,1,64155,159,25109,10,0,0,39028,149,0,0,0,0,0,0
train,027,53,53,-0.04982900619506836,1,65675,173,25588,16,0,0,40060,157,0,0,0,0,0,0
train,027,54,54,-0.04983401298522949,1,63530,147,25626,19,0,0,37884,128,0,0,0,0,0,0
train,027,55,55,-0.049829959869384766,1,63428,163,25417,20,0,0,37990,143,0,0,0,0,0,0
train,027,56,56,-0.049826860427856445,1,64940,179,25022,7,0,0,39892,171,0,0,0,0,0,0
train,027,57,57,-0.04983711242675781,1,63287,212,25241,15,0,0,38023,197,0,0,0,0,0,0
train,027,58,58,-0.0498349666595459,1,63438,172,25662,18,0,0,37744,154,0,0,0,0,0,0
train,027,59,59,-0.04983091354370117,1,65231,182,26175,5,0,0,39028,176,0,0,0,0,0,0
train,027,60,60,-0.04982590675354004,1,63583,156,26543,20,0,0,37013,134,0,0,0,0,0,0
train,027,61,61,-0.049820899963378906,1,63318,138,26473,9,0,0,36808,129,0,0,0,0,0,0
train,027,62,62,-0.04983091354370117,1,64308,140,26224,19,0,0,38035,120,0,0,0,0,0,0
train,027,63,63,-0.049836158752441406,1,62390,101,26178,12,0,0,36163,89,0,0,0,0,0,0
train,027,64,64,-0.049842119216918945,1,62245,92,26317,4,0,0,35897,88,0,0,0,0,0,0
train,027,65,65,-0.049842119216918945,1,63456,116,26360,13,0,0,37072,103,0,0,0,0,0,0
train,027,66,66,-0.04984307289123535,1,61392,93,26401,12,0,0,34972,81,0,0,0,0,0,0
train,027,67,67,-0.04985404014587402,1,60984,70,26303,15,0,0,34654,55,0,0,0,0,0,0
train,027,68,68,-0.049858808517456055,1,62049,121,26082,13,0,0,35944,108,0,0,0,0,0,0
train,027,69,69,-0.04985809326171875,1,60291,76,26219,11,0,0,34045,65,0,0,0,0,0,0
train,027,70,70,-0.0498659610748291,1,60540,105,26728,9,0,0,33788,96,0,0,0,0,0,0
train,027,71,71,-0.0498659610748291,1,62347,156,26845,11,0,0,35481,145,0,0,0,0,0,0
train,027,72,72,-0.049870967864990234,1,61173,124,26962,13,0,0,34193,111,0,0,0,0,0,0
train,027,73,73,-0.049865007400512695,1,61202,143,27037,16,0,0,34137,127,0,0,0,0,0,0
train,027,74,74,-0.049868106842041016,1,62596,125,27070,10,0,0,35508,115,0,0,0,0,0,0
train,027,75,75,-0.04987311363220215,1,60618,98,26837,4,0,0,33755,94,0,0,0,0,0,0
train,027,76,76,-0.04987001419067383,1,60573,90,26564,3,0,0,33980,86,0,0,0,0,0,0
train,027,77,77,-0.04987192153930664,1,62040,85,26241,5,0,0,35783,79,0,0,0,0,0,0
train,027,78,78,-0.049867868423461914,1,60204,108,25936,5,0,0,34245,103,0,0,0,0,0,0
train,027,79,79,-0.049865007400512695,1,60450,122,25909,7,0,0,34509,115,0,0,0,0,0,0
train,028,0,0,-0.049852848052978516,1,60551,137,21248,13,0,0,38983,123,0,0,0,0,0,0
train,028,1,1,-0.04986095428466797,1,63864,163,21096,16,2,0,42744,146,0,0,0,0,2,0
train,028,2,2,-0.04985690116882324,1,66283,201,20860,11,0,0,45407,190,0,0,0,0,0,0
train,028,3,3,-0.04985690116882324,1,64634,171,21061,13,2,0,43550,158,0,0,0,0,2,0
train,028,4,4,-0.04986095428466797,1,62636,183,22146,17,4,0,40405,164,0,0,0,0,4,0
train,028,5,5,-0.049858808517456055,1,61691,195,22443,11,0,0,39161,184,0,0,0,0,0,0
train,028,6,6,-0.049855947494506836,1,63802,200,22176,13,0,0,41582,187,0,0,0,0,0,0
train,028,7,7,-0.049842119216918945,1,61895,169,22338,20,1,0,39501,149,0,0,0,0,1,0
train,028,8,8,-0.0498509407043457,1,62281,137,22651,3,1,0,39597,133,0,0,0,0,1,0
train,028,9,9,-0.0498509407043457,1,63154,172,23077,5,0,0,40050,165,0,0,0,0,0,0
train,028,10,10,-0.049848079681396484,1,65597,229,23154,7,0,0,42403,219,0,0,0,0,0,0
train,028,11,11,-0.049859046936035156,1,63075,140,22832,5,0,0,40207,132,0,0,0,0,0,0
train,028,12,12,-0.049857139587402344,1,62057,149,22707,6,1,0,39325,141,0,0,0,0,1,0
train,028,13,13,-0.04986310005187988,1,61330,157,22663,10,0,0,38627,147,0,0,0,0,0,0
train,028,14,14,-0.04986286163330078,1,63456,178,22754,10,2,0,40659,166,0,0,0,0,2,0
train,028,15,15,-0.04985690116882324,1,62218,163,22848,5,4,0,39318,155,0,0,0,0,4,0
train,028,16,16,-0.04985690116882324,1,62463,168,22253,4,3,0,40148,160,0,0,0,0,3,0
train,028,17,17,-0.04984307289123535,1,60799,194,22066,12,2,0,38673,180,0,0,0,0,2,0
train,028,18,18,-0.04983091354370117,1,61738,251,22271,13,2,0,39417,235,0,0,0,0,2,0
train,028,19,19,-0.04983091354370117,1,59496,180,22386,5,5,0,37088,175,0,0,0,0,5,0
train,028,20,20,-0.04983019828796387,1,59690,196,22814,5,7,0,36834,190,0,0,0,0,7,0
train,028,21,21,-0.04983782768249512,1,60060,171,22470,6,1,0,37539,165,0,0,0,0,1,0
train,028,22,22,-0.049829959869384766,1,62089,216,21484,5,5,0,40529,210,0,0,0,0,5,0
train,028,23,23,-0.04982185363769531,1,58392,169,21715,8,8,0,36607,160,0,0,0,0,8,0
train,028,24,24,-0.049832820892333984,1,58061,156,21886,9,9,0,36004,146,0,0,0,0,9,0
train,028,25,25,-0.049829959869384766,1,57973,139,22424,12,3,0,35398,126,0,0,0,0,3,0
train,028,26,26,-0.04983401298522949,1,60591,153,22799,11,2,0,37709,142,0,0,0,0,2,0
train,028,27,27,-0.04983019828796387,1,59546,150,22412,6,11,0,37053,143,0,0,0,0,11,0
train,028,28,28,-0.04983091354370117,1,58216,138,21825,7,9,0,36343,131,0,0,0,0,9,0
train,028,29,29,-0.04982304573059082,1,57356,132,21808,10,7,0,35492,120,0,0,0,0,7,0
train,028,30,30,-0.04981493949890137,1,59413,161,22030,4,12,0,37326,157,0,0,0,0,12,0
train,028,31,31,-0.04982495307922363,1,58631,153,23047,6,9,0,35538,147,0,0,0,0,9,0
train,028,32,32,-0.049822092056274414,1,59795,135,23864,8,10,0,35888,125,0,0,0,0,10,0
train,028,33,33,-0.04982399940490723,1,59819,159,23777,18,10,0,35999,141,0,0,0,0,10,0
train,028,34,34,-0.049826860427856445,1,62753,190,23245,11,14,0,39444,178,0,0,0,0,14,0
train,028,35,35,-0.04982399940490723,1,62138,208,22982,9,8,0,39109,199,0,0,0,0,8,0
train,028,36,36,-0.0498199462890625,1,62187,221,23157,22,11,0,38952,199,0,0,0,0,11,0
train,028,37,37,-0.049822092056274414,1,65173,231,23766,9,16,0,41316,222,0,0,0,0,16,0
train,028,38,38,-0.049820899963378906,1,64746,228,23968,10,24,0,40724,218,0,0,0,0,24,0
train,028,39,39,-0.049829959869384766,1,63761,198,23625,17,11,0,40116,179,0,0,0,0,11,0
train,028,40,40,-0.049829959869384766,1,64987,224,23838,6,15,0,41119,218,0,0,0,0,15,0
train,028,41,41,-0.04982805252075195,1,62199,141,23496,7,21,0,38665,134,0,0,0,0,21,0
train,028,42,42,-0.04983210563659668,1,61830,136,23313,7,10,0,38489,128,0,0,0,0,10,0
train,028,43,43,-0.049832820892333984,1,61972,154,23468,6,5,0,38475,148,0,0,0,0,5,0
train,028,44,44,-0.049835920333862305,1,64208,182,23592,8,16,0,40574,173,0,0,0,0,16,0
train,028,45,45,-0.04983806610107422,1,63632,143,23695,3,13,0,39891,140,0,0,0,0,13,0
train,028,46,46,-0.04983687400817871,1,62609,183,23996,9,11,0,38549,174,0,0,0,0,11,0
train,028,47,47,-0.04983019828796387,1,62303,177,24354,6,23,0,37872,171,0,0,0,0,23,0
train,028,48,48,-0.049835920333862305,1,64174,216,25035,14,15,0,39058,200,0,0,0,0,15,0
train,028,49,49,-0.04984688758850098,1,62869,159,25706,5,18,0,37076,154,0,0,0,0,18,0
train,028,50,50,-0.04984593391418457,1,62449,173,25349,3,25,0,37036,170,0,0,0,0,25,0
train,028,51,51,-0.049855947494506836,1,64730,200,24617,11,20,0,40051,189,0,0,0,0,20,0
train,028,52,52,-0.04985809326171875,1,62519,128,24054,1,23,0,38408,127,0,0,0,0,23,0
train,028,53,53,-0.049855947494506836,1,61410,148,24256,7,29,0,37075,140,0,0,0,0,29,0
train,028,54,54,-0.049855947494506836,1,61084,119,24087,5,34,0,36873,113,0,0,0,0,34,0
train,028,55,55,-0.04985499382019043,1,63109,127,24129,5,28,0,38816,122,0,0,0,0,28,0
train,028,56,56,-0.049859046936035156,1,61908,122,23949,9,41,0,37870,112,0,0,0,0,41,0
train,028,57,57,-0.04986906051635742,1,62279,111,23414,15,51,0,38789,96,0,0,0,0,51,0
train,028,58,58,-0.0498509407043457,1,61576,129,23477,13,31,0,38011,116,0,0,0,0,31,0
train,028,59,59,-0.04985404014587402,1,63355,136,23335,6,55,0,39911,130,0,0,0,0,55,0
train,028,60,60,-0.049852848052978516,1,61268,135,23682,14,38,0,37495,121,0,0,0,0,38,0
train,028,61,61,-0.04983997344970703,1,60527,111,23563,7,56,0,36842,101,0,0,0,0,56,0
train,028,62,62,-0.04986000061035156,1,62226,130,22275,10,57,0,39807,119,0,0,0,0,57,0
train,028,63,63,-0.049867868423461914,1,60842,105,21508,8,59,0,39195,96,0,0,0,0,59,0
train,028,64,64,-0.04986691474914551,1,59829,112,21732,10,72,0,37933,98,0,0,0,0,72,0
train,028,65,65,-0.04987215995788574,1,59708,129,22201,10,76,0,37229,117,0,0,0,0,76,0
train,028,66,66,-0.04987192153930664,1,62727,135,23816,9,90,0,38771,126,0,0,0,0,90,0
train,028,67,67,-0.04987597465515137,1,63692,165,24337,14,72,0,39230,150,0,0,0,0,72,0
train,028,68,68,-0.04986906051635742,1,63758,155,24459,4,75,0,39178,151,0,0,0,0,75,0
train,028,69,69,-0.04987311363220215,1,65194,165,24090,7,97,0,40932,158,0,0,0,0,97,0
train,028,70,70,-0.049880027770996094,1,63235,181,23778,10,84,0,39295,171,0,0,0,0,84,0
train,028,71,71,-0.04987597465515137,1,63169,138,23178,7,89,0,39794,128,0,0,0,0,89,0
train,028,72,72,-0.04986000061035156,1,63103,161,22701,18,102,0,40148,139,0,0,0,0,102,0
train,028,73,73,-0.04985213279724121,1,63659,191,22208,12,100,0,41197,178,0,0,0,0,100,0
train,028,74,74,-0.04983997344970703,1,59774,118,22435,8,94,0,37103,110,0,0,0,0,94,0
train,028,75,75,-0.04983806610107422,1,58915,178,22229,9,114,0,36386,166,0,0,0,0,114,0
train,028,76,76,-0.04983401298522949,1,58858,168,22374,4,108,0,36144,160,0,0,0,0,108,0
train,028,77,77,-0.049826860427856445,1,60995,164,22609,2,121,1,37971,158,0,0,0,0,121,1
train,028,78,78,-0.049829959869384766,1,60043,141,22517,6,140,0,37044,134,0,0,0,0,140,0
train,028,79,79,-0.04983019828796387,1,58971,158,22673,5,170,0,35725,149,0,0,0,0,170,0
train,029,0,0,-0.04986882209777832,1,64293,77,36100,1,532,0,27653,76,0,0,0,0,532,0
train,029,1,1,-0.04986405372619629,1,63230,98,35460,1,526,0,27236,97,0,0,0,0,526,0
train,029,2,2,-0.04986000061035156,1,63382,97,36256,1,523,1,26596,95,0,0,0,0,523,1
train,029,3,3,-0.04985404014587402,1,65270,148,37327,10,547,0,27392,138,0,0,0,0,547,0
train,029,4,4,-0.04983687400817871,1,63477,92,37770,12,519,0,25173,80,0,0,0,0,519,0
train,029,5,5,-0.04983091354370117,1,63580,103,38133,14,513,1,24928,88,0,0,0,0,513,1
train,029,6,6,-0.04983687400817871,1,63685,89,38491,8,484,0,24700,81,0,0,0,0,484,0
train,029,7,7,-0.04982709884643555,1,65347,123,38914,12,496,0,25916,111,0,0,0,0,496,0
train,029,8,8,-0.04981398582458496,1,63548,73,39170,3,502,0,23870,70,0,0,0,0,502,0
train,029,9,9,-0.04982590675354004,1,63591,58,39285,4,506,0,23794,54,0,0,0,0,506,0
train,029,10,10,-0.04982495307922363,1,63512,76,39281,6,503,0,23723,70,0,0,0,0,503,0
train,029,11,11,-0.04982304573059082,1,65023,73,39280,5,505,0,25232,68,0,0,0,0,505,0
train,029,12,12,-0.0498049259185791,1,63083,69,39057,7,522,0,23495,62,0,0,0,0,522,0
train,029,13,13,-0.04980802536010742,1,63277,59,38387,3,576,3,24307,52,0,0,0,0,576,3
train,029,14,14,-0.04982495307922363,1,63060,56,36802,5,629,0,25617,51,0,0,0,0,629,0
train,029,15,15,-0.04982185363769531,1,64050,108,34610,5,644,0,28771,103,0,0,0,0,644,0
train,029,16,16,-0.04981493949890137,1,63787,99,33031,4,652,0,30079,93,0,0,0,0,652,0
train,029,17,17,-0.049816131591796875,1,63496,88,31869,3,687,0,30902,85,0,0,0,0,687,0
train,029,18,18,-0.049817800521850586,1,65223,101,30754,4,687,0,33758,96,0,0,0,0,687,0
train,029,19,19,-0.04980301856994629,1,63246,82,28856,5,776,1,33575,76,0,0,0,0,776,1
train,029,20,20,-0.04981088638305664,1,63189,80,27264,10,819,1,35070,69,0,0,0,0,819,1
train,029,21,21,-0.04982304573059082,1,63799,88,27883,7,929,0,34941,81,0,0,0,0,929,0
train,029,22,22,-0.04983091354370117,1,66096,102,30269,5,1003,0,34766,97,0,0,0,0,1003,0
train,029,23,23,-0.049813032150268555,1,63875,75,32799,4,1117,0,29886,71,0,0,0,0,1117,0
train,029,24,24,-0.04982399940490723,1,63786,68,34991,10,1442,2,27260,56,0,0,0,0,1442,2
train,029,25,25,-0.04982399940490723,1,64087,75,36622,23,1836,2,25541,50,0,0,0,0,1836,2
train,029,26,26,-0.04983997344970703,1,66297,76,36290,3,2202,0,27711,73,0,0,0,0,2202,0
train,029,27,27,-0.049841880798339844,1,64305,73,34350,6,2368,0,27520,67,0,0,0,0,2368,0
train,029,28,28,-0.049839019775390625,1,64199,93,33325,6,2507,0,28306,87,0,0,0,0,2507,0
train,029,29,29,-0.04985499382019043,1,64112,84,32929,2,2778,0,28342,82,0,0,0,0,2778,0
train,029,30,30,-0.049855947494506836,1,65999,84,33301,7,3151,0,29478,77,0,0,0,0,3151,0
train,029,31,31,-0.04985308647155762,1,64299,79,33855,10,3582,0,26810,69,0,0,0,0,3582,0
train,029,32,32,-0.04986000061035156,1,64360,55,34263,3,3996,0,26082,52,0,0,0,0,3996,0
train,029,33,33,-0.04986000061035156,1,64376,92,34131,2,4374,0,25830,89,0,0,0,0,4374,0
train,029,34,34,-0.049867868423461914,1,66002,73,33915,2,4746,0,27286,71,0,0,0,0,4746,0
train,029,35,35,-0.049867868423461914,1,64126,83,33717,6,4939,0,25409,77,0,0,0,0,4939,0
train,029,36,36,-0.04986286163330078,1,64107,84,33382,5,4997,0,25659,79,0,0,0,0,4997,0
train,029,37,37,-0.04986906051635742,1,63961,78,33291,3,4376,0,26201,75,0,0,0,0,4376,0
train,029,38,38,-0.04986906051635742,1,65377,131,33432,6,3202,0,28658,125,0,0,0,0,3202,0
train,029,39,39,-0.04987382888793945,1,63422,70,33735,4,2458,0,27119,65,0,0,0,0,2458,0
train,029,40,40,-0.04987692832946777,1,63420,102,35005,6,1633,0,26692,96,0,0,0,0,1633,0
train,029,41,41,-0.04986095428466797,1,63395,96,36217,9,972,0,26130,86,0,0,0,0,972,0
train,029,42,42,-0.04987597465515137,1,64715,115,36867,13,106,0,27697,101,0,0,0,0,106,0
train,029,43,43,-0.04987311363220215,1,62629,88,36107,7,1,0,26468,81,0,0,0,0,1,0
train,029,44,44,-0.04986906051635742,1,62196,86,35013,5,0,0,27127,80,0,0,0,0,0,0
train,029,45,45,-0.04987788200378418,1,61343,83,34124,1,0,0,27155,82,0,0,0,0,0,0
train,029,46,46,-0.04986000061035156,1,62440,119,33663,3,2,0,28739,116,0,0,0,0,2,0
train,029,47,47,-0.04984402656555176,1,65729,116,32043,20,0,0,33600,96,0,0,0,0,0,0
train,029,48,48,-0.04984617233276367,1,64366,131,27546,2,0,0,36782,129,0,0,0,0,0,0
train,029,49,49,-0.04984402656555176,1,65666,144,24078,8,0,0,41550,135,0,0,0,0,0,0
train,029,50,50,-0.04983782768249512,1,63605,169,22858,15,0,0,40706,154,0,0,0,0,0,0
train,029,51,51,-0.049848079681396484,1,63156,164,23928,4,0,0,39201,160,0,0,0,0,0,0
train,029,52,52,-0.04985380172729492,1,62500,149,25918,6,0,0,36531,142,0,0,0,0,0,0
train,029,53,53,-0.04983806610107422,1,64196,163,26903,10,0,0,36897,153,0,0,0,0,0,0
train,029,54,54,-0.04983186721801758,1,62685,132,27072,6,0,0,35531,126,0,0,0,0,0,0
train,029,55,55,-0.049835205078125,1,63232,147,25218,8,2,0,37972,139,0,0,0,0,2,0
train,029,56,56,-0.049843788146972656,1,63016,154,22731,8,4,0,40227,146,0,0,0,0,4,0
train,029,57,57,-0.04983687400817871,1,63814,195,22234,4,0,0,41519,191,0,0,0,0,0,0
train,029,58,58,-0.04982399940490723,1,61287,154,23079,10,0,0,38143,144,0,0,0,0,0,0
train,029,59,59,-0.04982495307922363,1,61407,172,24481,9,0,0,36844,163,0,0,0,0,0,0
train,029,60,60,-0.0498201847076416,1,61890,163,25538,10,0,0,36268,153,0,0,0,0,0,0
train,029,61,61,-0.04983186721801758,1,64309,184,25961,8,0,0,38255,176,0,0,0,0,0,0
train,029,62,62,-0.04982495307922363,1,62741,141,25160,7,1,0,37474,134,0,0,0,0,1,0
train,029,63,63,-0.04982495307922363,1,61961,143,24491,10,3,0,37416,133,0,0,0,0,3,0
train,029,64,64,-0.04982304573059082,1,60843,199,23582,18,2,0,37170,181,0,0,0,0,2,0
train,029,65,65,-0.04982781410217285,1,62353,181,23103,8,4,0,39182,171,0,0,0,0,4,0
train,029,66,66,-0.04982900619506836,1,60859,147,23549,7,6,0,37197,140,0,0,0,0,6,0
train,029,67,67,-0.049826860427856445,1,61228,161,23682,5,4,0,37510,156,0,0,0,0,4,0
train,029,68,68,-0.04982185363769531,1,61412,151,23062,16,2,0,38081,135,0,0,0,0,2,0
train,029,69,69,-0.04981184005737305,1,62429,179,22874,5,4,0,39539,174,0,0,0,0,4,0
train,029,70,70,-0.049822092056274414,1,59659,161,22813,7,0,0,36832,154,0,0,0,0,0,0
train,029,71,71,-0.04981207847595215,1,59108,138,22483,4,0,0,36599,134,0,0,0,0,0,0
train,029,72,72,-0.0498199462890625,1,59211,146,22752,7,0,0,36433,139,0,0,0,0,0,0
train,029,73,73,-0.04981708526611328,1,61371,162,22861,8,5,0,38477,154,0,0,0,0,5,0
train,029,74,74,-0.0498199462890625,1,60012,148,23073,8,5,0,36907,140,0,0,0,0,5,0
train,029,75,75,-0.04982709884643555,1,60203,163,23532,13,3,0,36643,150,0,0,0,0,3,0
train,029,76,76,-0.049822092056274414,1,59997,145,23884,8,3,0,36081,137,0,0,0,0,3,0
train,029,77,77,-0.04982805252075195,1,61506,153,23823,12,2,0,37656,141,0,0,0,0,2,0
train,029,78,78,-0.04982399940490723,1,59727,126,23100,8,7,0,36587,117,0,0,0,0,7,0
train,029,79,79,-0.04983115196228027,1,59442,157,22100,11,13,0,37281,146,0,0,0,0,13,0
train,030,0,0,-0.04986381530761719,1,58540,96,19698,18,1,0,38445,76,0,0,0,0,1,0
train,030,1,1,-0.04986095428466797,1,57056,93,19613,14,1,0,37053,73,0,0,0,0,1,0
train,030,2,2,-0.04986310005187988,1,56854,94,19821,21,6,0,36611,64,0,0,0,0,6,0
train,030,3,3,-0.049870967864990234,1,58682,85,20042,11,8,0,38178,71,0,0,0,0,8,0
train,030,4,4,-0.04987001419067383,1,57425,69,20119,13,3,0,36854,52,0,0,0,0,3,0
train,030,5,5,-0.0498659610748291,1,57103,81,19998,20,2,0,36643,55,0,0,0,0,2,0
