split,sequence,lidar_frame,same_index_cam_frame,same_index_dt_s,nearest_cam_frame,nearest_dt_s
train,028,20,20,-0.04983019828796387,20,-0.04983019828796387
train,028,21,21,-0.04983782768249512,21,-0.04983782768249512
train,028,22,22,-0.049829959869384766,22,-0.049829959869384766
train,028,23,23,-0.04982185363769531,23,-0.04982185363769531
train,028,24,24,-0.049832820892333984,24,-0.049832820892333984
train,028,25,25,-0.049829959869384766,25,-0.049829959869384766
train,028,26,26,-0.04983401298522949,26,-0.04983401298522949
train,028,27,27,-0.04983019828796387,27,-0.04983019828796387
train,028,28,28,-0.04983091354370117,28,-0.04983091354370117
train,028,29,29,-0.04982304573059082,29,-0.04982304573059082
train,028,30,30,-0.04981493949890137,30,-0.04981493949890137
train,028,31,31,-0.04982495307922363,31,-0.04982495307922363
train,028,32,32,-0.049822092056274414,32,-0.049822092056274414
train,028,33,33,-0.04982399940490723,33,-0.04982399940490723
train,028,34,34,-0.049826860427856445,34,-0.049826860427856445
train,028,35,35,-0.04982399940490723,35,-0.04982399940490723
train,028,36,36,-0.0498199462890625,36,-0.0498199462890625
train,028,37,37,-0.049822092056274414,37,-0.049822092056274414
train,028,38,38,-0.049820899963378906,38,-0.049820899963378906
train,028,39,39,-0.049829959869384766,39,-0.049829959869384766
train,028,40,40,-0.049829959869384766,40,-0.049829959869384766
train,028,41,41,-0.04982805252075195,41,-0.04982805252075195
train,028,42,42,-0.04983210563659668,42,-0.04983210563659668
train,028,43,43,-0.049832820892333984,43,-0.049832820892333984
train,028,44,44,-0.049835920333862305,44,-0.049835920333862305
train,028,45,45,-0.04983806610107422,45,-0.04983806610107422
train,028,46,46,-0.04983687400817871,46,-0.04983687400817871
train,028,47,47,-0.04983019828796387,47,-0.04983019828796387
train,028,48,48,-0.049835920333862305,48,-0.049835920333862305
train,028,49,49,-0.04984688758850098,49,-0.04984688758850098
train,028,50,50,-0.04984593391418457,50,-0.04984593391418457
train,028,51,51,-0.049855947494506836,51,-0.049855947494506836
train,028,52,52,-0.04985809326171875,52,-0.04985809326171875
train,028,53,53,-0.049855947494506836,53,-0.049855947494506836
train,028,54,54,-0.049855947494506836,54,-0.049855947494506836
train,028,55,55,-0.04985499382019043,55,-0.04985499382019043
train,028,56,56,-0.049859046936035156,56,-0.049859046936035156
train,028,57,57,-0.04986906051635742,57,-0.04986906051635742
train,028,58,58,-0.0498509407043457,58,-0.0498509407043457
train,028,59,59,-0.04985404014587402,59,-0.04985404014587402
train,028,60,60,-0.049852848052978516,60,-0.049852848052978516
train,028,61,61,-0.04983997344970703,61,-0.04983997344970703
train,028,62,62,-0.04986000061035156,62,-0.04986000061035156
train,028,63,63,-0.049867868423461914,63,-0.049867868423461914
train,028,64,64,-0.04986691474914551,64,-0.04986691474914551
train,028,65,65,-0.04987215995788574,65,-0.04987215995788574
train,028,66,66,-0.04987192153930664,66,-0.04987192153930664
train,028,67,67,-0.04987597465515137,67,-0.04987597465515137
train,028,68,68,-0.04986906051635742,68,-0.04986906051635742
train,028,69,69,-0.04987311363220215,69,-0.04987311363220215
train,028,70,70,-0.049880027770996094,70,-0.049880027770996094
train,028,71,71,-0.04987597465515137,71,-0.04987597465515137
train,028,72,72,-0.04986000061035156,72,-0.04986000061035156
train,028,73,73,-0.04985213279724121,73,-0.04985213279724121
train,028,74,74,-0.04983997344970703,74,-0.04983997344970703
train,028,75,75,-0.04983806610107422,75,-0.04983806610107422
train,028,76,76,-0.04983401298522949,76,-0.04983401298522949
train,028,77,77,-0.049826860427856445,77,-0.049826860427856445
train,028,78,78,-0.049829959869384766,78,-0.049829959869384766
train,028,79,79,-0.04983019828796387,79,-0.04983019828796387
train,029,0,0,-0.04986882209777832,0,-0.04986882209777832
train,029,1,1,-0.04986405372619629,1,-0.04986405372619629
train,029,2,2,-0.04986000061035156,2,-0.04986000061035156
train,029,3,3,-0.04985404014587402,3,-0.04985404014587402
train,029,4,4,-0.04983687400817871,4,-0.04983687400817871
train,029,5,5,-0.04983091354370117,5,-0.04983091354370117
train,029,6,6,-0.04983687400817871,6,-0.04983687400817871
train,029,7,7,-0.04982709884643555,7,-0.04982709884643555
train,029,8,8,-0.04981398582458496,8,-0.04981398582458496
train,029,9,9,-0.04982590675354004,9,-0.04982590675354004
train,029,10,10,-0.04982495307922363,10,-0.04982495307922363
train,029,11,11,-0.04982304573059082,11,-0.04982304573059082
train,029,12,12,-0.0498049259185791,12,-0.0498049259185791
train,029,13,13,-0.04980802536010742,13,-0.04980802536010742
train,029,14,14,-0.04982495307922363,14,-0.04982495307922363
train,029,15,15,-0.04982185363769531,15,-0.04982185363769531
train,029,16,16,-0.04981493949890137,16,-0.04981493949890137
train,029,17,17,-0.049816131591796875,17,-0.049816131591796875
train,029,18,18,-0.049817800521850586,18,-0.049817800521850586
train,029,19,19,-0.04980301856994629,19,-0.04980301856994629
train,029,20,20,-0.04981088638305664,20,-0.04981088638305664
train,029,21,21,-0.04982304573059082,21,-0.04982304573059082
train,029,22,22,-0.04983091354370117,22,-0.04983091354370117
train,029,23,23,-0.049813032150268555,23,-0.049813032150268555
train,029,24,24,-0.04982399940490723,24,-0.04982399940490723
train,029,25,25,-0.04982399940490723,25,-0.04982399940490723
train,029,26,26,-0.04983997344970703,26,-0.04983997344970703
train,029,27,27,-0.049841880798339844,27,-0.049841880798339844
train,029,28,28,-0.049839019775390625,28,-0.049839019775390625
train,029,29,29,-0.04985499382019043,29,-0.04985499382019043
train,029,30,30,-0.049855947494506836,30,-0.049855947494506836
train,029,31,31,-0.04985308647155762,31,-0.04985308647155762
train,029,32,32,-0.04986000061035156,32,-0.04986000061035156
train,029,33,33,-0.04986000061035156,33,-0.04986000061035156
train,029,34,34,-0.049867868423461914,34,-0.049867868423461914
train,029,35,35,-0.049867868423461914,35,-0.049867868423461914
train,029,36,36,-0.04986286163330078,36,-0.04986286163330078
train,029,37,37,-0.04986906051635742,37,-0.04986906051635742
train,029,38,38,-0.04986906051635742,38,-0.04986906051635742
train,029,39,39,-0.04987382888793945,39,-0.04987382888793945
train,029,40,40,-0.04987692832946777,40,-0.04987692832946777
train,029,41,41,-0.04986095428466797,41,-0.04986095428466797
train,029,42,42,-0.04987597465515137,42,-0.04987597465515137
train,029,43,43,-0.04987311363220215,43,-0.04987311363220215
train,029,44,44,-0.04986906051635742,44,-0.04986906051635742
train,029,45,45,-0.04987788200378418,45,-0.04987788200378418
train,029,46,46,-0.04986000061035156,46,-0.04986000061035156
train,029,47,47,-0.04984402656555176,47,-0.04984402656555176
train,029,48,48,-0.04984617233276367,48,-0.04984617233276367
train,029,49,49,-0.04984402656555176,49,-0.04984402656555176
train,029,50,50,-0.04983782768249512,50,-0.04983782768249512
train,029,51,51,-0.049848079681396484,51,-0.049848079681396484
train,029,52,52,-0.04985380172729492,52,-0.04985380172729492
train,029,53,53,-0.04983806610107422,53,-0.04983806610107422
train,029,54,54,-0.04983186721801758,54,-0.04983186721801758
train,029,55,55,-0.049835205078125,55,-0.049835205078125
train,029,56,56,-0.049843788146972656,56,-0.049843788146972656
train,029,57,57,-0.04983687400817871,57,-0.04983687400817871
train,029,58,58,-0.04982399940490723,58,-0.04982399940490723
train,029,59,59,-0.04982495307922363,59,-0.04982495307922363
train,029,60,60,-0.0498201847076416,60,-0.0498201847076416
train,029,61,61,-0.04983186721801758,61,-0.04983186721801758
train,029,62,62,-0.04982495307922363,62,-0.04982495307922363
train,029,63,63,-0.04982495307922363,63,-0.04982495307922363
train,029,64,64,-0.04982304573059082,64,-0.04982304573059082
train,029,65,65,-0.04982781410217285,65,-0.04982781410217285
train,029,66,66,-0.04982900619506836,66,-0.04982900619506836
train,029,67,67,-0.049826860427856445,67,-0.049826860427856445
train,029,68,68,-0.04982185363769531,68,-0.04982185363769531
train,029,69,69,-0.04981184005737305,69,-0.04981184005737305
train,029,70,70,-0.049822092056274414,70,-0.049822092056274414
train,029,71,71,-0.04981207847595215,71,-0.04981207847595215
train,029,72,72,-0.0498199462890625,72,-0.0498199462890625
train,029,73,73,-0.04981708526611328,73,-0.04981708526611328
train,029,74,74,-0.0498199462890625,74,-0.0498199462890625
train,029,75,75,-0.04982709884643555,75,-0.04982709884643555
train,029,76,76,-0.049822092056274414,76,-0.049822092056274414
train,029,77,77,-0.04982805252075195,77,-0.04982805252075195
train,029,78,78,-0.04982399940490723,78,-0.04982399940490723
train,029,79,79,-0.04983115196228027,79,-0.04983115196228027
train,030,0,0,-0.04986381530761719,0,-0.04986381530761719
train,030,1,1,-0.04986095428466797,1,-0.04986095428466797
train,030,2,2,-0.04986310005187988,2,-0.04986310005187988
train,030,3,3,-0.049870967864990234,3,-0.049870967864990234
train,030,4,4,-0.04987001419067383,4,-0.04987001419067383
train,030,5,5,-0.0498659610748291,5,-0.0498659610748291
train,030,6,6,-0.0498661994934082,6,-0.0498661994934082
train,030,7,7,-0.04987192153930664,7,-0.04987192153930664
train,030,8,8,-0.049861907958984375,8,-0.049861907958984375
train,030,9,9,-0.049865007400512695,9,-0.049865007400512695
train,030,10,10,-0.04986000061035156,10,-0.04986000061035156
train,030,11,11,-0.04986000061035156,11,-0.04986000061035156
train,030,12,12,-0.04986405372619629,12,-0.04986405372619629
train,030,13,13,-0.04986000061035156,13,-0.04986000061035156
train,030,14,14,-0.04985785484313965,14,-0.04985785484313965
train,030,15,15,-0.049855947494506836,15,-0.049855947494506836
train,030,16,16,-0.04984593391418457,16,-0.04984593391418457
train,030,17,17,-0.049839019775390625,17,-0.049839019775390625
train,030,18,18,-0.04983186721801758,18,-0.04983186721801758
train,030,19,19,-0.04983782768249512,19,-0.04983782768249512
train,030,20,20,-0.04984092712402344,20,-0.04984092712402344
train,030,21,21,-0.049829959869384766,21,-0.049829959869384766
train,030,22,22,-0.04982399940490723,22,-0.04982399940490723
train,030,23,23,-0.04983091354370117,23,-0.04983091354370117
train,030,24,24,-0.04982399940490723,24,-0.04982399940490723
train,030,25,25,-0.04982805252075195,25,-0.04982805252075195
train,030,26,26,-0.04982805252075195,26,-0.04982805252075195
train,030,27,27,-0.0498349666595459,27,-0.0498349666595459
train,030,28,28,-0.04983401298522949,28,-0.04983401298522949
train,030,29,29,-0.04982805252075195,29,-0.04982805252075195
train,030,30,30,-0.04982614517211914,30,-0.04982614517211914
train,030,31,31,-0.04980802536010742,31,-0.04980802536010742
train,030,32,32,-0.04980301856994629,32,-0.04980301856994629
train,030,33,33,-0.04981207847595215,33,-0.04981207847595215
train,030,34,34,-0.04981589317321777,34,-0.04981589317321777
train,030,35,35,-0.049829959869384766,35,-0.049829959869384766
train,030,36,36,-0.0498201847076416,36,-0.0498201847076416
train,030,37,37,-0.04981398582458496,37,-0.04981398582458496
train,030,38,38,-0.04982495307922363,38,-0.04982495307922363
train,030,39,39,-0.04982399940490723,39,-0.04982399940490723
train,030,40,40,-0.049833059310913086,40,-0.049833059310913086
train,030,41,41,-0.049841880798339844,41,-0.049841880798339844
train,030,42,42,-0.049841880798339844,42,-0.049841880798339844
train,030,43,43,-0.04984712600708008,43,-0.04984712600708008
train,030,44,44,-0.04984307289123535,44,-0.04984307289123535
train,030,45,45,-0.04984593391418457,45,-0.04984593391418457
train,030,46,46,-0.04984307289123535,46,-0.04984307289123535
train,030,47,47,-0.04984712600708008,47,-0.04984712600708008
train,030,48,48,-0.049859046936035156,48,-0.049859046936035156
train,030,49,49,-0.04986119270324707,49,-0.04986119270324707
train,030,50,50,-0.04986000061035156,50,-0.04986000061035156
train,030,51,51,-0.049861907958984375,51,-0.049861907958984375
train,030,52,52,-0.04986405372619629,52,-0.04986405372619629
train,030,53,53,-0.04987001419067383,53,-0.04987001419067383
train,030,54,54,-0.04986691474914551,54,-0.04986691474914551
train,030,55,55,-0.04987502098083496,55,-0.04987502098083496
train,030,56,56,-0.049880027770996094,56,-0.049880027770996094
train,030,57,57,-0.04987621307373047,57,-0.04987621307373047
train,030,58,58,-0.04988288879394531,58,-0.04988288879394531
train,030,59,59,-0.04987812042236328,59,-0.04987812042236328
train,030,60,60,-0.04987001419067383,60,-0.04987001419067383
train,030,61,61,-0.04986095428466797,61,-0.04986095428466797
train,030,62,62,-0.049855947494506836,62,-0.049855947494506836
train,030,63,63,-0.0498499870300293,63,-0.0498499870300293
train,030,64,64,-0.049844980239868164,64,-0.049844980239868164
train,030,65,65,-0.04983997344970703,65,-0.04983997344970703
train,030,66,66,-0.04982614517211914,66,-0.04982614517211914
train,030,67,67,-0.04982805252075195,67,-0.04982805252075195
train,030,68,68,-0.049836158752441406,68,-0.049836158752441406
train,030,69,69,-0.04983210563659668,69,-0.04983210563659668
train,030,70,70,-0.04983401298522949,70,-0.04983401298522949
train,030,71,71,-0.04983806610107422,71,-0.04983806610107422
train,030,72,72,-0.04982399940490723,72,-0.04982399940490723
train,030,73,73,-0.049818992614746094,73,-0.049818992614746094
train,030,74,74,-0.04982399940490723,74,-0.04982399940490723
train,030,75,75,-0.04982709884643555,75,-0.04982709884643555
train,030,76,76,-0.04983210563659668,76,-0.04983210563659668
train,030,77,77,-0.04982399940490723,77,-0.04982399940490723
train,030,78,78,-0.04981803894042969,78,-0.04981803894042969
train,030,79,79,-0.049807071685791016,79,-0.049807071685791016
train,032,0,0,-0.04980301856994629,0,-0.04980301856994629
train,032,1,1,-0.04979991912841797,1,-0.04979991912841797
train,032,2,2,-0.049798011779785156,2,-0.049798011779785156
train,032,3,3,-0.049817800521850586,3,-0.049817800521850586
train,032,4,4,-0.04982590675354004,4,-0.04982590675354004
train,032,5,5,-0.04983019828796387,5,-0.04983019828796387
train,032,6,6,-0.04984712600708008,6,-0.04984712600708008
train,032,7,7,-0.04986095428466797,7,-0.04986095428466797
train,032,8,8,-0.04987788200378418,8,-0.04987788200378418
train,032,9,9,-0.04988598823547363,9,-0.04988598823547363
train,032,10,10,-0.04987692832946777,10,-0.04987692832946777
train,032,11,11,-0.0498809814453125,11,-0.0498809814453125
train,032,12,12,-0.04988598823547363,12,-0.04988598823547363
train,032,13,13,-0.049883127212524414,13,-0.049883127212524414
train,032,14,14,-0.04987192153930664,14,-0.04987192153930664
train,032,15,15,-0.04987907409667969,15,-0.04987907409667969
train,032,16,16,-0.04989504814147949,16,-0.04989504814147949
train,032,17,17,-0.049894094467163086,17,-0.049894094467163086
train,032,18,18,-0.04989194869995117,18,-0.04989194869995117
train,032,19,19,-0.04988908767700195,19,-0.04988908767700195
train,032,20,20,-0.049859046936035156,20,-0.049859046936035156
train,032,21,21,-0.049859046936035156,21,-0.049859046936035156
train,032,22,22,-0.049844980239868164,22,-0.049844980239868164
train,032,23,23,-0.04983997344970703,23,-0.04983997344970703
train,032,24,24,-0.049842119216918945,24,-0.049842119216918945
train,032,25,25,-0.049833059310913086,25,-0.049833059310913086
train,032,26,26,-0.049835205078125,26,-0.049835205078125
train,032,27,27,-0.04983186721801758,27,-0.04983186721801758
train,032,28,28,-0.04982900619506836,28,-0.04982900619506836
train,032,29,29,-0.04982900619506836,29,-0.04982900619506836
train,032,30,30,-0.0498349666595459,30,-0.0498349666595459
train,032,31,31,-0.049842119216918945,31,-0.049842119216918945
train,032,32,32,-0.04981708526611328,32,-0.04981708526611328
train,032,33,33,-0.049813032150268555,33,-0.049813032150268555
train,032,34,34,-0.04983401298522949,34,-0.04983401298522949
train,032,35,35,-0.04982900619506836,35,-0.04982900619506836
train,032,36,36,-0.04982399940490723,36,-0.04982399940490723
train,032,37,37,-0.04983115196228027,37,-0.04983115196228027
train,032,38,38,-0.049829959869384766,38,-0.049829959869384766
train,032,39,39,-0.04983997344970703,39,-0.04983997344970703
train,032,40,40,-0.04983711242675781,40,-0.04983711242675781
train,032,41,41,-0.04982495307922363,41,-0.04982495307922363
train,032,42,42,-0.049825191497802734,42,-0.049825191497802734
train,032,43,43,-0.049833059310913086,43,-0.049833059310913086
train,032,44,44,-0.0498349666595459,44,-0.0498349666595459
train,032,45,45,-0.049813032150268555,45,-0.049813032150268555
train,032,46,46,-0.049806833267211914,46,-0.049806833267211914
train,032,47,47,-0.04980802536010742,47,-0.04980802536010742
train,032,48,48,-0.04981207847595215,48,-0.04981207847595215
train,032,49,49,-0.0498199462890625,49,-0.0498199462890625
train,032,50,50,-0.04981803894042969,50,-0.04981803894042969
train,032,51,51,-0.04982781410217285,51,-0.04982781410217285
train,032,52,52,-0.049835205078125,52,-0.049835205078125
train,032,53,53,-0.04983711242675781,53,-0.04983711242675781
train,032,54,54,-0.04983401298522949,54,-0.04983401298522949
train,032,55,55,-0.04982495307922363,55,-0.04982495307922363
train,032,56,56,-0.04983210563659668,56,-0.04983210563659668
train,032,57,57,-0.04983210563659668,57,-0.04983210563659668
train,032,58,58,-0.04984593391418457,58,-0.04984593391418457
train,032,59,59,-0.04986715316772461,59,-0.04986715316772461
train,032,60,60,-0.049865007400512695,60,-0.049865007400512695
train,032,61,61,-0.04985785484313965,61,-0.04985785484313965
train,032,62,62,-0.0498659610748291,62,-0.0498659610748291
train,032,63,63,-0.049865007400512695,63,-0.049865007400512695
train,032,64,64,-0.0498659610748291,64,-0.0498659610748291
train,032,65,65,-0.04986405372619629,65,-0.04986405372619629
train,032,66,66,-0.049870967864990234,66,-0.049870967864990234
train,032,67,67,-0.049867868423461914,67,-0.049867868423461914
train,032,68,68,-0.04986095428466797,68,-0.04986095428466797
train,032,69,69,-0.049865007400512695,69,-0.049865007400512695
train,032,70,70,-0.04985380172729492,70,-0.04985380172729492
train,032,71,71,-0.04986000061035156,71,-0.04986000061035156
train,032,72,72,-0.04986882209777832,72,-0.04986882209777832
train,032,73,73,-0.04986691474914551,73,-0.04986691474914551
train,032,74,74,-0.04986310005187988,74,-0.04986310005187988
train,032,75,75,-0.04986000061035156,75,-0.04986000061035156
train,032,76,76,-0.04984307289123535,76,-0.04984307289123535
train,032,77,77,-0.04983997344970703,77,-0.04983997344970703
train,032,78,78,-0.04983401298522949,78,-0.04983401298522949
train,032,79,79,-0.04982781410217285,79,-0.04982781410217285
train,033,0,0,-0.04981493949890137,0,-0.04981493949890137
train,033,1,1,-0.04980897903442383,1,-0.04980897903442383
train,033,2,2,-0.049800872802734375,2,-0.049800872802734375
train,033,3,3,-0.04981398582458496,3,-0.04981398582458496
train,033,4,4,-0.04982113838195801,4,-0.04982113838195801
train,033,5,5,-0.04982495307922363,5,-0.04982495307922363
train,033,6,6,-0.049832820892333984,6,-0.049832820892333984
train,033,7,7,-0.049818992614746094,7,-0.049818992614746094
train,033,8,8,-0.04980802536010742,8,-0.04980802536010742
train,033,9,9,-0.04982614517211914,9,-0.04982614517211914
train,033,10,10,-0.049841880798339844,10,-0.049841880798339844
train,033,11,11,-0.04982304573059082,11,-0.04982304573059082
train,033,12,12,-0.049816131591796875,12,-0.049816131591796875
train,033,13,13,-0.04982495307922363,13,-0.04982495307922363
train,033,14,14,-0.0498199462890625,14,-0.0498199462890625
train,033,15,15,-0.049813032150268555,15,-0.049813032150268555
train,033,16,16,-0.04981803894042969,16,-0.04981803894042969
train,033,17,17,-0.0498349666595459,17,-0.0498349666595459
train,033,18,18,-0.04983401298522949,18,-0.04983401298522949
train,033,19,19,-0.04982304573059082,19,-0.04982304573059082
train,033,20,20,-0.049818992614746094,20,-0.049818992614746094
train,033,21,21,-0.0498199462890625,21,-0.0498199462890625
train,033,22,22,-0.049833059310913086,22,-0.049833059310913086
train,033,23,23,-0.04983997344970703,23,-0.04983997344970703
train,033,24,24,-0.04984712600708008,24,-0.04984712600708008
train,033,25,25,-0.0498499870300293,25,-0.0498499870300293
train,033,26,26,-0.04984092712402344,26,-0.04984092712402344
train,033,27,27,-0.04984784126281738,27,-0.04984784126281738
train,033,28,28,-0.049848079681396484,28,-0.049848079681396484
train,033,29,29,-0.049848079681396484,29,-0.049848079681396484
train,033,30,30,-0.049844980239868164,30,-0.049844980239868164
train,033,31,31,-0.04984402656555176,31,-0.04984402656555176
train,033,32,32,-0.049845218658447266,32,-0.049845218658447266
train,033,33,33,-0.04986310005187988,33,-0.04986310005187988
train,033,34,34,-0.049864768981933594,34,-0.049864768981933594
train,033,35,35,-0.04986095428466797,35,-0.04986095428466797
train,033,36,36,-0.049855947494506836,36,-0.049855947494506836
train,033,37,37,-0.04986000061035156,37,-0.04986000061035156
train,033,38,38,-0.049859046936035156,38,-0.049859046936035156
train,033,39,39,-0.04986000061035156,39,-0.04986000061035156
train,033,40,40,-0.04985785484313965,40,-0.04985785484313965
train,033,41,41,-0.04985213279724121,41,-0.04985213279724121
train,033,42,42,-0.04986286163330078,42,-0.04986286163330078
train,033,43,43,-0.04987597465515137,43,-0.04987597465515137
train,033,44,44,-0.04986095428466797,44,-0.04986095428466797
train,033,45,45,-0.049859046936035156,45,-0.049859046936035156
train,033,46,46,-0.049865007400512695,46,-0.049865007400512695
train,033,47,47,-0.049867868423461914,47,-0.049867868423461914
train,033,48,48,-0.04987215995788574,48,-0.04987215995788574
train,033,49,49,-0.04987382888793945,49,-0.04987382888793945
train,033,50,50,-0.0498659610748291,50,-0.0498659610748291
train,033,51,51,-0.049865007400512695,51,-0.049865007400512695
train,033,52,52,-0.04985690116882324,52,-0.04985690116882324
train,033,53,53,-0.04984617233276367,53,-0.04984617233276367
train,033,54,54,-0.049839019775390625,54,-0.049839019775390625
train,033,55,55,-0.049839019775390625,55,-0.049839019775390625
train,033,56,56,-0.04983806610107422,56,-0.04983806610107422
train,033,57,57,-0.049835920333862305,57,-0.049835920333862305
train,033,58,58,-0.04983115196228027,58,-0.04983115196228027
train,033,59,59,-0.049833059310913086,59,-0.049833059310913086
train,033,60,60,-0.04983806610107422,60,-0.04983806610107422
train,033,61,61,-0.04984402656555176,61,-0.04984402656555176
train,033,62,62,-0.049833059310913086,62,-0.049833059310913086
train,033,63,63,-0.04981803894042969,63,-0.04981803894042969
train,033,64,64,-0.049816131591796875,64,-0.049816131591796875
train,033,65,65,-0.04982399940490723,65,-0.04982399940490723
train,033,66,66,-0.04982781410217285,66,-0.04982781410217285
train,033,67,67,-0.04982495307922363,67,-0.04982495307922363
train,033,68,68,-0.04982900619506836,68,-0.04982900619506836
train,033,69,69,-0.04983091354370117,69,-0.04983091354370117
train,033,70,70,-0.04982709884643555,70,-0.04982709884643555
train,033,71,71,-0.04982900619506836,71,-0.04982900619506836
train,033,72,72,-0.04982590675354004,72,-0.04982590675354004
train,033,73,73,-0.049822092056274414,73,-0.049822092056274414
train,033,74,74,-0.04983806610107422,74,-0.04983806610107422
train,033,75,75,-0.0498349666595459,75,-0.0498349666595459
train,033,76,76,-0.0498199462890625,76,-0.0498199462890625
train,033,77,77,-0.04982304573059082,77,-0.04982304573059082
train,033,78,78,-0.04983806610107422,78,-0.04983806610107422
train,033,79,79,-0.04983210563659668,79,-0.04983210563659668
train,035,0,0,-0.04985404014587402,0,-0.04985404014587402
train,035,1,1,-0.049855947494506836,1,-0.049855947494506836
train,035,2,2,-0.049857139587402344,2,-0.049857139587402344
train,035,3,3,-0.04984688758850098,3,-0.04984688758850098
train,035,4,4,-0.04984307289123535,4,-0.04984307289123535
train,035,5,5,-0.049844980239868164,5,-0.049844980239868164
train,035,6,6,-0.04983711242675781,6,-0.04983711242675781
train,035,7,7,-0.049839019775390625,7,-0.049839019775390625
train,035,8,8,-0.0498509407043457,8,-0.0498509407043457
train,035,9,9,-0.04986095428466797,9,-0.04986095428466797
train,035,10,10,-0.04986119270324707,10,-0.04986119270324707
train,035,11,11,-0.04986381530761719,11,-0.04986381530761719
train,035,12,12,-0.0498659610748291,12,-0.0498659610748291
train,035,13,13,-0.049865007400512695,13,-0.049865007400512695
train,035,14,14,-0.04987192153930664,14,-0.04987192153930664
train,035,15,15,-0.04987215995788574,15,-0.04987215995788574
train,035,16,16,-0.049880027770996094,16,-0.049880027770996094
train,035,17,17,-0.04988598823547363,17,-0.04988598823547363
train,035,18,18,-0.04989004135131836,18,-0.04989004135131836
train,035,19,19,-0.049881935119628906,19,-0.049881935119628906
train,035,20,20,-0.049874067306518555,20,-0.049874067306518555
train,035,21,21,-0.04987001419067383,21,-0.04987001419067383
train,035,22,22,-0.04986214637756348,22,-0.04986214637756348
train,035,23,23,-0.04984903335571289,23,-0.04984903335571289
train,035,24,24,-0.04984593391418457,24,-0.04984593391418457
train,035,25,25,-0.049844980239868164,25,-0.049844980239868164
train,035,26,26,-0.0498509407043457,26,-0.0498509407043457
train,035,27,27,-0.04984283447265625,27,-0.04984283447265625
train,035,28,28,-0.04983091354370117,28,-0.04983091354370117
train,035,29,29,-0.04982590675354004,29,-0.04982590675354004
train,035,30,30,-0.049818992614746094,30,-0.049818992614746094
train,035,31,31,-0.049820899963378906,31,-0.049820899963378906
train,035,32,32,-0.049832820892333984,32,-0.049832820892333984
train,035,33,33,-0.04982280731201172,33,-0.04982280731201172
train,035,34,34,-0.049816131591796875,34,-0.049816131591796875
train,035,35,35,-0.04980897903442383,35,-0.04980897903442383
train,035,36,36,-0.04981398582458496,36,-0.04981398582458496
train,035,37,37,-0.0498049259185791,37,-0.0498049259185791
train,035,38,38,-0.04980897903442383,38,-0.04980897903442383
train,035,39,39,-0.04981684684753418,39,-0.04981684684753418
train,035,40,40,-0.049818992614746094,40,-0.049818992614746094
train,035,41,41,-0.04981398582458496,41,-0.04981398582458496
train,035,42,42,-0.04980301856994629,42,-0.04980301856994629
train,035,43,43,-0.049803972244262695,43,-0.049803972244262695
train,035,44,44,-0.049818992614746094,44,-0.049818992614746094
train,035,45,45,-0.049818992614746094,45,-0.049818992614746094
train,035,46,46,-0.04982590675354004,46,-0.04982590675354004
train,035,47,47,-0.049826860427856445,47,-0.049826860427856445
train,035,48,48,-0.04983210563659668,48,-0.04983210563659668
train,035,49,49,-0.04983401298522949,49,-0.04983401298522949
train,035,50,50,-0.04983210563659668,50,-0.04983210563659668
train,035,51,51,-0.049833059310913086,51,-0.049833059310913086
train,035,52,52,-0.0498349666595459,52,-0.0498349666595459
train,035,53,53,-0.04983806610107422,53,-0.04983806610107422
train,035,54,54,-0.04984712600708008,54,-0.04984712600708008
train,035,55,55,-0.04984688758850098,55,-0.04984688758850098
train,035,56,56,-0.04984593391418457,56,-0.04984593391418457
train,035,57,57,-0.04984688758850098,57,-0.04984688758850098
train,035,58,58,-0.04984903335571289,58,-0.04984903335571289
train,035,59,59,-0.04985618591308594,59,-0.04985618591308594
train,035,60,60,-0.04986000061035156,60,-0.04986000061035156
train,035,61,61,-0.04986310005187988,61,-0.04986310005187988
train,035,62,62,-0.04985404014587402,62,-0.04985404014587402
train,035,63,63,-0.049855947494506836,63,-0.049855947494506836
train,035,64,64,-0.049865007400512695,64,-0.049865007400512695
train,035,65,65,-0.04986095428466797,65,-0.04986095428466797
train,035,66,66,-0.04985404014587402,66,-0.04985404014587402
train,035,67,67,-0.049865007400512695,67,-0.049865007400512695
train,035,68,68,-0.049855947494506836,68,-0.049855947494506836
train,035,69,69,-0.04986214637756348,69,-0.04986214637756348
train,035,70,70,-0.04986715316772461,70,-0.04986715316772461
train,035,71,71,-0.049861907958984375,71,-0.049861907958984375
train,035,72,72,-0.04986095428466797,72,-0.04986095428466797
train,035,73,73,-0.04985785484313965,73,-0.04985785484313965
train,035,74,74,-0.049857139587402344,74,-0.049857139587402344
train,035,75,75,-0.049861907958984375,75,-0.049861907958984375
train,035,76,76,-0.04986405372619629,76,-0.04986405372619629
train,035,77,77,-0.04987597465515137,77,-0.04987597465515137
train,035,78,78,-0.049867868423461914,78,-0.049867868423461914
train,035,79,79,-0.04985499382019043,79,-0.04985499382019043
train,039,0,0,-0.04981088638305664,0,-0.04981088638305664
train,039,1,1,-0.049816131591796875,1,-0.049816131591796875
train,039,2,2,-0.04981493949890137,2,-0.04981493949890137
train,039,3,3,-0.04982590675354004,3,-0.04982590675354004
train,039,4,4,-0.049817800521850586,4,-0.049817800521850586
